"location_name_clean","r3latitude","r3longitude","state","change_year","geom","change_type"
"BONNEAU FIRE DEPARTMENT","33.304","-79.953","SC","2012","0101000020E6100000152A49E8F8FC53C084961A46E6A64040",NULL
"BOOKER T WASHINGTON COMMUNITY CENTER","32.640","-80.737","SC","2012","0101000020E610000093C89981252F54C0CDFEE5FFFA514040",NULL
"BOOKMAN ROAD ELEMENTARY","34.155","-80.849","SC","2012","0101000020E6100000D2414DE34D3654C0870A1F5BE0134140",NULL
"BOULDER BLUFF ELEMENTARY SCHOOL","33.023","-80.027","SC","2012","0101000020E610000075B22F34B20154C0E31A9FC9FE824040",NULL
"BOUNTYLAND EDUCATION CAMPUS","34.714","-82.991","SC","2012","0101000020E61000007933B44B65BF54C08097BE7C575B4140",NULL
"BOWLING ALLEY","34.556","-80.579","SC","2012","0101000020E6100000A0562CD90C2554C01F20A9CF1F474140",NULL
"BOWLING GREEN PRESBYTERIAN CHURCH","35.151","-81.202","SC","2012","0101000020E61000001279DC01E84C54C05F18FA7145934140",NULL
"BOYD HILL CENTER","34.942","-81.043","SC","2012","0101000020E6100000A0FB7266BB4254C083BF5FCC96784140",NULL
"BOYKIN'S GARAGE","34.281","-80.857","SC","2012","0101000020E610000010CEA78ED53654C05E4C33DDEB234140",NULL
"BOYS & GIRLS CLUB","35.076","-81.635","SC","2012","0101000020E61000007AB9991B9D6854C0FE8AEBCEC9894140",NULL
"BRADLEY ELEMENTARY","34.031","-80.992","SC","2012","0101000020E610000094540152763F54C0B707C666EC034140",NULL
"BRANCHVILLE COMMUNITY CENTER","33.249","-80.816","SC","2012","0101000020E6100000FF17192E3C3454C069723106D69F4040",NULL
"BRANCHVILLE HIGH SCHOOL","33.246","-80.789","SC","2012","0101000020E61000007AC4E8B9853254C07FF1B160879F4040",NULL
"BRANDT BUILDING","33.017","-81.309","SC","2012","0101000020E6100000495BA670CE5354C02F6585C723824040",NULL
"BRANDT'S OFFICE","33.115","-81.122","SC","2012","0101000020E6100000F43C6EAED04754C0778AFAC9BD8E4040",NULL
"BRENNEN ELEMENTARY","33.999","-80.976","SC","2012","0101000020E610000055320054713E54C08AC91B60E6FF4040",NULL
"BRICKYARD COMMUNITY CENTER","32.865","-79.812","SC","2012","0101000020E610000080817BF9F8F353C0777984E4AE6E4040",NULL
"BRIGGS ELEMENTARY SCHOOL","34.176","-79.780","SC","2012","0101000020E61000001145926AE9F153C0B312A91F8A164140",NULL
"BRIGHT LIGHT BAPTIST CHURCH","34.615","-80.684","SC","2012","0101000020E6100000DE061099CD2B54C0134DFB41B84E4140",NULL
"BRIGHTSVILLE VOLUNTEER FIRE DEPARTMENT","34.737","-79.704","SC","2012","0101000020E61000007D55D39A0BED53C05B006432665E4140",NULL
"BRISTOW FREEWILL BAPTIST CHURCH","34.409","-79.628","SC","2012","0101000020E61000003E7F901B34E853C0CCFA83375A344140",NULL
"BROAD RIVER BAPT.CHURCH","35.118","-81.523","SC","2012","0101000020E6100000FBCC599F726154C06F0ED76A0F8F4140",NULL
"BROAD RIVER ELECTRIC","35.051","-81.687","SC","2012","0101000020E61000001401F335F06B54C06C7A50508A864140",NULL
"BROADACRES BAPTIST CHURCH","33.957","-81.070","SC","2012","0101000020E61000000E30F31D7C4454C06A3414D275FA4040",NULL
"BROCKMAN SCHOOL","34.026","-80.975","SC","2012","0101000020E61000004130478F5F3E54C05ED6C4025F034140",NULL
"BROCKS MILL BAPTIST CHURCH","34.758","-79.992","SC","2012","0101000020E61000008DAB36A476FF53C0E388B5F814614140",NULL
"BROOK GLENN ELEMENTARY SCHOOL","34.910","-82.310","SC","2012","0101000020E6100000666089ACDA9354C0D96AC5ED86744140",NULL
"BROOKDALE EASLEY (FKA COUNTRY SIDE)","34.795","-82.596","SC","2012","0101000020E6100000EEEBC03923A654C0224FDC3BB4654140",NULL
"BROOKDALE ELEMENTARY SCHOOL","33.508","-80.827","SC","2012","0101000020E6100000F56569A7E63454C00C4966F50EC14040",NULL
"BROOKER CENTER","33.325","-81.140","SC","2012","0101000020E610000064D30094F54854C0F730C56691A94040",NULL
"BROOKLAND UN METH CHURCH","33.993","-81.060","SC","2012","0101000020E61000009FBCD930D44354C0425DA45016FF4040",NULL
"BROOKS-MCCALL PARK","34.233","-79.789","SC","2012","0101000020E61000007641333E82F253C008A63FA0D81D4140",NULL
"BROWNS FERRY ELEMENTARY SCHOOL","33.499","-79.362","SC","2012","0101000020E6100000B1CA3B3D25D753C0829E1738EABF4040",NULL
"BRUNSON COMMUNITY CENTER","33.836","-82.054","SC","2012","0101000020E6100000C2BB5CC4778354C043E158BCFDEA4040",NULL
"BRUNSON DARGAN ELEMENTARY SCH.","34.306","-79.879","SC","2012","0101000020E6100000DF7FD01F3FF853C0129AC9DC21274140",NULL
"BRUNSON FIRE DEPARTMENT","32.927","-81.185","SC","2012","0101000020E6100000C760C5A9D64B54C01907F247AC764040",NULL
"BRUSHY CREEK BAPTIST CHURCH","34.814","-82.585","SC","2012","0101000020E610000006616EF772A554C08146448C32684140",NULL
"BRUSHY CREEK ELEMENTARY SCHOOL","34.893","-82.297","SC","2012","0101000020E610000015E86E32059354C0144E1C8A4C724140",NULL
"BRUSHY CREEK FIRST ASSEMBLY OF GOD","34.928","-82.239","SC","2012","0101000020E6100000F5E681D94E8F54C09A5B21ACC6764140",NULL
"BUCHHEIT BOARD ROOM","34.956","-81.972","SC","2012","0101000020E610000088B02B77307E54C044EF9E4D587A4140",NULL
"BUCKSPORT COMMUNITY CENTER","33.680","-79.110","SC","2012","0101000020E610000018597C540DC753C09C12B5D9FDD64040",NULL
"BUCKSPORT LIBRARY/EMS","33.702","-79.107","SC","2012","0101000020E6100000EC5685BCD4C653C0E785E05DD3D94040",NULL
"BUENA VISTA ELEMENTARY SCHOOL","34.885","-82.268","SC","2012","0101000020E6100000568737C6299154C0AA3011CA56714140",NULL
"BUFFALO ELEMENTARY SCHOOL","34.724","-81.655","SC","2012","0101000020E6100000A8024933F16954C0AD399BE9B95C4140",NULL
"BUFFALO FIRE HOUSE","34.728","-81.686","SC","2012","0101000020E6100000733ADA82EF6B54C03AB764B03D5D4140",NULL
"BULLOCKS CREEK FIRE DEPARTMENT","34.885","-81.382","SC","2012","0101000020E61000003220D6766E5854C0582140E147714140",NULL
"BURGESS COMMUNITY CENTER","33.621","-79.042","SC","2012","0101000020E6100000C0C12852ABC253C067E8E96D7DCF4040",NULL
"BURKE HIGH SCHOOL GYM","32.794","-79.953","SC","2012","0101000020E6100000E72DC32401FD53C0E942514596654040",NULL
"BURNETTOWN MUNICIPAL BUILDING","33.510","-81.855","SC","2012","0101000020E6100000B642FDD3B27654C0DACB118D49C14040",NULL
"BURTON WELLS RECREATION CENTER","32.435","-80.762","SC","2012","0101000020E6100000EA4F2C01C23054C0AA1501A9A8374040",NULL
"BURTON-PACK ELEMENTARY","34.045","-81.007","SC","2012","0101000020E610000005C58F31774054C0D08BC9D1D2054140",NULL
"BUSH RIVER FIRE STATION","34.327","-81.710","SC","2012","0101000020E61000001D948B8C696D54C09C0EAECACF294140",NULL
"BUSH RIVER SCHOOL","34.327","-81.768","SC","2012","0101000020E6100000AE6D403A2B7154C00303AD65D7294140",NULL
"C C BLANEY ELEMENTARY SCHOOL","32.728","-80.289","SC","2012","0101000020E61000006257A4D3841254C0866A943F295D4040",NULL
"C C WOODSON RECREATIONAL CENTER","34.929","-81.929","SC","2012","0101000020E610000008CC9E5F6F7B54C0CA2544AFF5764140",NULL
"C E WILLIAMS MIDDLE SCHOOL","32.799","-80.074","SC","2012","0101000020E610000076D8E9ACBB0454C0C467A15346664040",NULL
"C E WILLIAMS MIDDLE SCHOOL (NORTH CAMPUS)","32.815","-80.026","SC","2012","0101000020E6100000E45828E3A90154C0E68D38094A684040",NULL
"CAIN ELEMENTARY SCHOOL","34.292","-79.860","SC","2012","0101000020E610000041ADB36B0CF753C0B8B1344B5D254140",NULL
"CAINHOY ELEMENTARY SCHOOL","33.019","-79.852","SC","2012","0101000020E6100000FE9AAC518FF653C05911DA1775824040",NULL
"CALHOUN COUNTY MUSEUM","33.660","-80.774","SC","2012","0101000020E610000050D8EA17913154C0DDEA39E97DD44040",NULL
"CALHOUN FALLS CIVIC CENTER","34.093","-82.587","SC","2012","0101000020E61000003003DF7E8AA554C08847E2E5E90B4140",NULL
"CALVARY BAPTIST CHURCH","34.718","-82.259","SC","2012","0101000020E6100000ABE7A4F78D9054C0965AEF37DA5B4140",NULL
"CALVARY BAPTIST CHURCH","34.417","-82.277","SC","2012","0101000020E6100000CDC3AE92B49154C074571B086E354140",NULL
"CALVARY BAPTIST CHURCH","34.614","-82.487","SC","2012","0101000020E6100000F12087D2289F54C093AB58FCA64E4140",NULL
"CALVARY CHRISTIAN SCHOOL","33.668","-78.998","SC","2012","0101000020E61000008F328749DDBF53C0376DC66988D54040",NULL
"CALVARY HILL BAPTIST CHURCH","34.845","-82.613","SC","2012","0101000020E6100000C0513C7837A754C098D244E91C6C4140",NULL
"CAMDEN CITY ARENA","34.236","-80.606","SC","2012","0101000020E61000003E51233EC12654C0B383A5153A1E4140",NULL
"CAMDEN ELEMENTARY SCHOOL","34.251","-80.602","SC","2012","0101000020E6100000A5F9BE138E2654C03F34982B28204140",NULL
"CAMDEN MIDDLE SCHOOL","34.254","-80.582","SC","2012","0101000020E610000029A03F23472554C0BAEFBD6488204140",NULL
"CAMERON COMMUNITY CLUB","33.562","-80.710","SC","2012","0101000020E6100000E016878E782D54C079E6E5B0FBC74040",NULL
"CAMP CREEK BAPTIST CHURCH","34.760","-80.694","SC","2012","0101000020E61000003B376DC6692C54C04DC1752046614140",NULL
"CAMP OAK FIRE STATION","34.853","-83.032","SC","2012","0101000020E61000000A5DD3CD0FC254C0F9799D1E256D4140",NULL
"CANAAN BAPTIST CHR RECREATIONAL","34.893","-81.933","SC","2012","0101000020E6100000DFE98486B47B54C0E358727044724140",NULL
"CANAAN VOL FIRE DEPARTMENT","33.350","-80.910","SC","2012","0101000020E610000047FBC4A63A3A54C0B22A6794D3AC4040",NULL
"CANE BAY ELEMENTARY SCHOOL","33.108","-80.121","SC","2012","0101000020E610000066039FD5B80754C09152BFC1CD8D4040",NULL
"CANE BRANCH BAPTIST CHURCH","34.003","-78.941","SC","2012","0101000020E6100000A90716D140BC53C05ACC199B67004140",NULL
"CANEBRAKE FIRE STATION HEADQUARTERS","34.636","-82.264","SC","2012","0101000020E6100000AB79E981EA9054C0248E869D73514140",NULL
"CANNON MEMORIAL BAPTIST CHURCH","34.724","-82.779","SC","2012","0101000020E61000003A819F27D4B154C0CA54C1A8A45C4140",NULL
"CANNONS ELEMENTARY SCHOOL","35.013","-81.864","SC","2012","0101000020E6100000AC1CFFAA487754C057F20C75B3814140",NULL
"CARLISLE FOSTERS GROVE EL","35.060","-81.908","SC","2012","0101000020E610000040F273E8197A54C035CFB63FBC874140",NULL
"CARLISLE TOWN HALL","34.593","-81.467","SC","2012","0101000020E61000005953B4CDE85D54C0758E01D9EB4B4140",NULL
"CARLISLE WESLEYAN CHURCH","35.054","-81.935","SC","2012","0101000020E610000041C0B56EDE7B54C0314AD05FE8864140",NULL
"CAROLINA FELLOWSHIP BLD.","34.573","-79.438","SC","2012","0101000020E610000066EEC62709DC53C0E72F99CF5E494140",NULL
"CAROLINA FOREST ELEMENTARY SCHOOL","33.763","-78.954","SC","2012","0101000020E6100000A349737511BD53C091F2936A9FE14040",NULL
"CAROLINA FOREST HIGH SCHOOL","33.779","-78.970","SC","2012","0101000020E6100000BA96DA9C14BE53C064B72AE4A5E34040",NULL
"CAROLINA HIGH AND ACADEMY","34.812","-82.443","SC","2012","0101000020E6100000BC314E8D619C54C000506AD4E8674140",NULL
"CARTERSVILLE BAPTIST CHURCH","34.083","-80.025","SC","2012","0101000020E6100000802BD9B1910154C06D95BB2AAB0A4140",NULL
"CARVER ELEMENTARY SCHOOL","34.206","-79.803","SC","2012","0101000020E61000004E52AA8E66F353C06B0B7492521A4140",NULL
"CARVERS BAY HIGH SCHOOL","33.609","-79.328","SC","2012","0101000020E6100000B90E1F22FFD453C0A93C7084FBCD4040",NULL
"CASH FIRE DEPARTMENT","34.620","-79.875","SC","2012","0101000020E6100000204839F306F853C0A42B22D4564F4140",NULL
"CATAWBA BAPTIST CHURCH","34.907","-80.965","SC","2012","0101000020E610000042644799C33D54C0F6DF394A14744140",NULL
"CATAWBA CHAPEL AME ZION CHURCH","34.856","-80.926","SC","2012","0101000020E610000095A1855F453B54C04BFECCC5846D4140",NULL
"CATHEDRAL OF PRAISE","32.925","-80.092","SC","2012","0101000020E6100000378CDD99E40554C05B5947FA59764040",NULL
"CAUGHMAN RD PARK","33.958","-80.897","SC","2012","0101000020E6100000FCEC365E703954C07A234E8292FA4040",NULL
"CAUGHMAN ROAD ELEMENTARY","33.969","-80.920","SC","2012","0101000020E61000002C4080B1E33A54C02644AFF5FBFB4040",NULL
"CAYCE UN METHODIST CHURCH","33.975","-81.068","SC","2012","0101000020E61000008685A460574454C05EB642FDD3FC4040",NULL
"CEDAR CREEK BAPTIST CHURCH","34.223","-80.345","SC","2012","0101000020E6100000E131F268191654C0EA20AF07931C4140",NULL
"CEDAR CREEK CHURCH","33.490","-81.669","SC","2012","0101000020E6100000E8154F3DD26A54C022BAB1EABDBE4040",NULL
"CEDAR GROVE BAPTIST CHURCH","33.836","-79.048","SC","2012","0101000020E6100000FEB1B5630FC353C0232CCF2802EB4040",NULL
"CEDAR GROVE ELEMENTARY SCHOOL","34.593","-82.497","SC","2012","0101000020E610000059C8B7D2C69F54C02FCB8DD8DD4B4140",NULL
"CEDAR GRV BAPTIST CHURCH","34.944","-82.210","SC","2012","0101000020E6100000D1DA7E43728D54C0B78B7AD2D3784140",NULL
"CEDAR ROCK BAPTIST CHURCH","34.872","-82.614","SC","2012","0101000020E610000033B8527449A754C0B407B53A946F4140",NULL
"CEDAR SWAMP COMMUNITY CENTER","33.657","-79.674","SC","2012","0101000020E6100000CDEE7F3628EB53C05A9C31CC09D44040",NULL
"CENTENARY UNITED METH","33.776","-79.021","SC","2012","0101000020E61000007D7C9D2F51C153C02161736957E34040",NULL
"CENTER FIRE SUBSTATION","33.613","-81.722","SC","2012","0101000020E6100000A48CB800346E54C019C91EA166CE4040",NULL
"CENTER FOR COMMUNITY SERVICES","34.717","-82.218","SC","2012","0101000020E6100000C019A144F08D54C0735B6CA4B65B4140",NULL
"CENTER FOR TEACHER EDUCATION","34.280","-81.623","SC","2012","0101000020E61000008FD9FE3ADC6754C07B58A835CD234140",NULL
"CENTER OF ARTS & ACADEMICS","32.885","-80.001","SC","2012","0101000020E61000006CABFEAD090054C0D98E4E0240714040",NULL
"CENTER OF INNOVATIVE LEARNING@ PINECREST","33.575","-81.729","SC","2012","0101000020E61000004C78F821A56E54C0D6C8AEB48CC94040",NULL
"CENTERVILLE ELEMENTARY SCHOOL","34.528","-82.707","SC","2012","0101000020E6100000357FA72446AD54C04B1BB39190434140",NULL
"CENTERVILLE FIRE STATION","34.394","-79.983","SC","2012","0101000020E610000096A24BEEE6FE53C044B3A15170324140",NULL
"CENTRAL / CLEMSON LIBRARY","34.714","-82.789","SC","2012","0101000020E6100000185C73477FB254C0E4315E4E645B4140",NULL
"CENTRAL BAPTIST CHURCH","35.067","-81.645","SC","2012","0101000020E6100000FB8F4C874E6954C087927F1C83884140",NULL
"CENTRAL BAPTIST CHURCH","34.998","-81.230","SC","2012","0101000020E6100000F1A5A613BF4E54C0E4727275B67F4140",NULL
"CENTRAL CAROLINA TECH","33.933","-80.371","SC","2012","0101000020E6100000324AE18BC01754C09DD3D1167CF74040",NULL
"CENTRAL COMMUNITY CENTER","33.606","-79.702","SC","2012","0101000020E6100000F794F7CCEDEC53C089450C3B8CCD4040",NULL
"CENTRAL FIRST BAPTIST CHURCH","34.728","-82.776","SC","2012","0101000020E61000001EAA8482ADB154C0B7346DB53D5D4140",NULL
"CENTRAL RURAL FIRE DEPARTMENT","34.742","-82.832","SC","2012","0101000020E6100000407738703DB554C0CDF56C0CF05E4140",NULL
"CENTRAL UNITED METHODIST CHURCH","34.196","-79.769","SC","2012","0101000020E61000008C0E48C23EF153C062DBA2CC06194140",NULL
"CHAMBER OF COMMERCE","33.484","-80.871","SC","2012","0101000020E61000006CDD17E1B73754C09B1DA9BEF3BD4040",NULL
"CHANDLER CREEK ELEMENTARY SCHOOL","34.955","-82.237","SC","2012","0101000020E610000086CF8C34278F54C084AC5DC9447A4140",NULL
"CHANGING YOUR MIND MINISTRIES","34.894","-82.325","SC","2012","0101000020E6100000650921D6D19454C0C7FC92437A724140",NULL
"CHAPIN ELEMENTARY SCHOOL","34.138","-81.345","SC","2012","0101000020E6100000F351EBA20D5654C09C9D561BAD114140",NULL
"CHAPIN TOWN HALL  NW","34.169","-81.358","SC","2012","0101000020E6100000DF7A5E3BE25654C02ED27AAEA5154140",NULL
"CHAPMAN HIGH SCHOOL","35.064","-82.099","SC","2012","0101000020E61000001DA8531E5D8654C0B6F468AA27884140",NULL
"CHAPPELLS FIRE STATION","34.212","-81.895","SC","2012","0101000020E610000037C53E5C4D7954C054A63DCA2D1B4140",NULL
"CHARLES L BROWN ACT CENTER","32.438","-80.682","SC","2012","0101000020E6100000002FD8B2A12B54C0FB2F213020384040",NULL
"CHARLES L BROWN ACTIVITY CENTER","32.438","-80.681","SC","2012","0101000020E61000008246FAFE972B54C0E4631CC81F384040",NULL
"CHARLES R DREW WELLNESS","34.018","-81.024","SC","2012","0101000020E6100000056CAC69834154C0607D97AD50024140",NULL
"CHARLESTON BAPTIST CHURCH","32.803","-80.035","SC","2012","0101000020E61000003A3366B73B0254C0C2E50C20D7664040",NULL
"CHARLESTON CHARTER SCHOOL","32.804","-79.951","SC","2012","0101000020E610000027C522E1D6FC53C012B81A7EDC664040",NULL
"CHARLESTON DAY SCHOOL","32.778","-79.935","SC","2012","0101000020E6100000BD039722D4FB53C0875682209B634040",NULL
"CHARLESTON TENNIS CENTER","32.782","-79.997","SC","2012","0101000020E6100000DB7525B8C7FF53C098BED7101C644040",NULL
"CHARLESTON WATER SYSTEM","32.787","-79.939","SC","2012","0101000020E610000039995D9C1DFC53C0DBA09BA2C8644040",NULL
"CHERAW COMMUNITY CENTER","34.702","-79.888","SC","2012","0101000020E6100000213999B8D5F853C0DD651AA8E7594140",NULL
"CHERAW FIRE DEPARTMENT","34.691","-79.900","SC","2012","0101000020E61000005B35199F93F953C08AF4914A67584140",NULL
"CHEROKEE CREEK BAPTIST CHURCH ACT BUILDING","35.148","-81.746","SC","2012","0101000020E610000066C7FC92C36F54C096F9580BFD924140",NULL
"CHEROKEE CREEK FIRE SUB","35.164","-81.826","SC","2012","0101000020E610000015E46723D77454C065C8B1F50C954140",NULL
"CHEROKEE SPRGS FIRE STATION","35.038","-81.897","SC","2012","0101000020E6100000BBBB29406F7954C01C018173EB844140",NULL
"CHERRY GROVE FIRE STATION","33.830","-78.644","SC","2012","0101000020E6100000E9E4565238A953C03001AE1A3AEA4040",NULL
"CHERRYVALE COMMUNITY CENTER","33.953","-80.458","SC","2012","0101000020E61000006325E659491D54C0B79A75C6F7F94040",NULL
"CHERRYVALE ELEMENTARY SCHOOL","33.959","-80.465","SC","2012","0101000020E6100000305A3629BB1D54C028918EBCBDFA4040",NULL
"CHESNEE SENIOR CENTER","35.142","-81.856","SC","2012","0101000020E6100000B0A5EC99CA7654C07E9BB45F2D924140",NULL
"CHESTNUT BUILDING","33.856","-78.792","SC","2012","0101000020E6100000308B3F40ADB253C043DF8211A0ED4040",NULL
"CHESTNUT OAKS MIDDLE SCHL","33.952","-80.315","SC","2012","0101000020E6100000D62835C52D1454C022E9899DDFF94040",NULL
"CHESTNUT RIDGE BAPTIST CHURCH","34.503","-82.089","SC","2012","0101000020E6100000D6B26B31AE8554C0D7BFEB3367404140",NULL
"CHICORA ELEMENTARY SCHOOL","32.856","-79.970","SC","2012","0101000020E610000064AE0CAA0DFE53C004B463D9826D4040",NULL
"CHILD DEVEL. CENTER(OLD ROYALL ELEM.)","34.187","-79.792","SC","2012","0101000020E6100000751F251BB4F253C0E78821DEDF174140",NULL
"CHOPPEE RECREATION CENTER","33.548","-79.333","SC","2012","0101000020E61000002F3B7AB251D553C06DBDF0941FC64040",NULL
"CHRIST CHURCH","32.845","-79.813","SC","2012","0101000020E6100000B6195D940FF453C0FE5B6ED51A6C4040",NULL
"CHRIST COMMUNITY CHURCH","34.701","-82.281","SC","2012","0101000020E6100000D044D8F0F49154C0AD3E575BB1594140",NULL
"CHRIST COMMUNITY CHURCH","33.806","-79.015","SC","2012","0101000020E610000032A770A9EFC053C08F519E7939E74040",NULL
"CHRIST LUTHERAN CHURCH","32.174","-80.731","SC","2012","0101000020E6100000AEA47098C32E54C0F92180E552164040",NULL
"CHRIST THE SER LUTHERAN","33.796","-78.999","SC","2012","0101000020E61000008D04BFB2F7BF53C0DDD26A48DCE54040",NULL
"CHRISTIAN HERITAGE CHURCH","33.570","-81.822","SC","2012","0101000020E610000038DBDC989E7454C0177BD404F6C84040",NULL
"CHRISTIAN LIFE ASSEMBLY","34.035","-81.130","SC","2012","0101000020E6100000E68D38094A4854C078A686EC72044140",NULL
"CHURCH OF CHRIST","35.061","-80.969","SC","2012","0101000020E61000003602F1BAFE3D54C06A7EA1ECD2874140",NULL
"CHURCH OF JESUS CHRIST LDS","34.259","-81.600","SC","2012","0101000020E6100000D311C0CD626654C0D3D050ED1D214140",NULL
"CHURCH OF THE GOOD SHEP","34.743","-80.783","SC","2012","0101000020E61000009D723BEA1E3254C01E818989175F4140",NULL
"CITY AUDITORIUM","33.560","-81.722","SC","2012","0101000020E61000009C33A2B4376E54C016D22BAFA6C74040",NULL
"CITY HALL","34.301","-79.876","SC","2012","0101000020E610000065D7625C16F853C0022379F87C264140",NULL
"CITY HALL","34.668","-79.546","SC","2012","0101000020E6100000433A3C84F1E253C07AD8559286554140",NULL
"CITY OF BELTON COMMUNITY & RECREATION CENTER","34.523","-82.511","SC","2012","0101000020E6100000F51373B5BAA054C086072868EE424140",NULL
"CKC FIRE DEPARTMENT","35.061","-81.488","SC","2012","0101000020E61000007F3D70DF345F54C04E7ADFF8DA874140",NULL
"CLAIRE CHAPIN EPPS YMCA","33.746","-78.846","SC","2012","0101000020E6100000FF81284E24B653C0FAB0396288DF4040",NULL
"CLARENDON COUNTY ADMINISTRATION BUILDING","33.688","-80.222","SC","2012","0101000020E6100000187AC4E8390E54C0F49C3E4C0CD84040",NULL
"CLARENDON COUNTY EMS BUILDING","33.848","-80.055","SC","2012","0101000020E61000000AE764F3820354C0222C746F8FEC4040",NULL
"CLARENDON1 COMMUNITY RESOURCE CENTER GYM","33.611","-80.358","SC","2012","0101000020E610000085BCD4BEEF1654C0F81A82E332CE4040",NULL
"CLAY HILL ELEMENTARY SCHOOL","33.093","-80.312","SC","2012","0101000020E61000000DE59F74FD1354C0E395DA41DB8B4040",NULL
"CLEAR SPRING BAPTIST CHURCH","34.764","-82.195","SC","2012","0101000020E61000002435A3D57F8C54C08DB85BEDBC614140",NULL
"CLEARWATER ELEMENTARY SCHOOL","33.496","-81.896","SC","2012","0101000020E6100000EE0CAE145D7954C0E3A430EF71BF4040",NULL
"CLEMSON COOP EXT BUILDING","32.897","-80.656","SC","2012","0101000020E6100000C79DD2C1FA2954C0EFE76F9DDA724040",NULL
"CLEMSON DOWNS ACTIVITY CENTER (CLEMSON)","34.678","-82.795","SC","2012","0101000020E610000004D0DECFDFB254C020E80D9CD8564140",NULL
"CLEVELAND ELEMENTARY SCHOOL","34.958","-81.949","SC","2012","0101000020E6100000D5253ED2BB7C54C065B26E72AE7A4140",NULL
"CLEVELAND FIRE STATION","34.642","-83.217","SC","2012","0101000020E6100000E5C1CC2DE3CD54C0D67BE01923524140",NULL
"CLEVELAND FIRST BAPTIST CHURCH","35.066","-82.514","SC","2012","0101000020E610000069CEFA94E3A054C028A4EB7882884140",NULL
"CLIFDALE ELEMENTARY SCHOOL","34.978","-81.837","SC","2012","0101000020E61000006B60AB048B7554C03DFA15212B7D4140",NULL
"CLINTON COMMUNITY CENTER","34.476","-81.880","SC","2012","0101000020E61000000345871B4B7854C0DF3BC505FB3C4140",NULL
"CLINTON Y M C A","34.455","-81.879","SC","2012","0101000020E6100000429D4DA2397854C04ECF60F82D3A4140",NULL
"CLIO FIRE DEPARTMENT","34.579","-79.547","SC","2012","0101000020E6100000F1332E1C08E353C0316EB42D144A4140",NULL
"CLOVER SCHOOL DISTRICT OFFICE","35.108","-81.216","SC","2012","0101000020E61000009325299FD44D54C08685A460D78D4140",NULL
